nombre_ciudad,densidad,ratio_energetico,ratio_cobertura_servicios,contaminacion,contaminacion_acumulada,estabilidad_media,tendencia_estabilidad,tendencia_contaminacion,bienestar,score_viabilidad,ciclos_ejecutados,colapso_detectado,saturacion_detectada,objetivo
Ciudad_0528_saturada_o_inestable,0.6517,0.8478,0.8227,0.4917,6.472,0.4127,-0.0863,0.1238,0.5803,58,12,false,true,INESTABLE
Ciudad_0153_colapso_o_critica,0.9124,0.4413,0.4839,0.7339,9.653,0.1136,-0.3272,0.3967,0.273,28.73,10,true,true,CRITICO
Ciudad_0540_saturada_o_inestable,0.8647,0.6243,0.8289,0.5821,8.6157,0.5668,-0.1655,0.1472,0.5894,52.5,13,false,true,INESTABLE
Ciudad_0633_funcional_estable,0.4097,0.8498,0.8528,0.287,1.8455,0.6708,0.0266,0.0812,0.6892,74.22,5,false,false,FUNCIONAL
Ciudad_1046_optima,0.2398,1.0724,1.1187,0.316,3.4036,0.7732,0.1002,-0.0615,0.8512,85.93,10,false,false,OPTIMO
Ciudad_0437_saturada_o_inestable,0.572,0.5923,0.6174,0.4488,6.5436,0.4272,-0.1503,0.1042,0.5221,52.53,13,false,true,INESTABLE
Ciudad_0839_funcional_estable,0.562,1.0707,0.7584,0.3604,4.8858,0.6737,0.0235,0.0741,0.7177,72.0,12,false,false,FUNCIONAL
Ciudad_0572_saturada_o_inestable,0.7781,0.728,0.5953,0.5031,4.0974,0.4461,-0.0163,0.1326,0.4954,50.92,7,false,false,INESTABLE
Ciudad_0710_funcional_estable,0.3961,1.0186,1.009,0.4497,4.0637,0.6541,-0.0387,-0.0101,0.7564,70.35,9,false,false,FUNCIONAL
Ciudad_1065_optima,0.2127,1.4333,1.2083,0.2944,2.6893,0.8159,0.0491,0.0385,0.9147,87.65,8,false,false,OPTIMO
Ciudad_0489_saturada_o_inestable,0.8077,0.8545,0.7863,0.6146,5.8593,0.6145,-0.1377,0.0539,0.5952,50.66,9,false,true,INESTABLE
Ciudad_0661_funcional_estable,0.6735,1.0182,1.0531,0.4434,6.3266,0.6162,0.0524,0.0003,0.7652,72.2,14,false,false,FUNCIONAL
Ciudad_0570_saturada_o_inestable,0.5882,0.737,0.5689,0.6652,6.278,0.5884,-0.0105,0.2134,0.5379,54.83,8,false,true,INESTABLE
Ciudad_0802_funcional_estable,0.6246,0.8419,0.83,0.5508,7.0611,0.7363,0.0084,0.0739,0.6958,66.62,12,false,false,FUNCIONAL
Ciudad_0863_funcional_estable,0.6414,0.8643,0.7695,0.5129,4.2884,0.7485,-0.054,0.056,0.6888,66.45,8,false,false,FUNCIONAL
Ciudad_0972_optima,0.4138,1.0615,0.9737,0.179,2.528,0.8378,0.0717,-0.0186,0.8652,85.27,14,false,false,OPTIMO
Ciudad_0868_funcional_estable,0.6223,0.9699,1.0058,0.5568,8.4313,0.6924,-0.007,0.0927,0.7678,72.3,14,false,false,FUNCIONAL
Ciudad_0574_saturada_o_inestable,0.7997,0.6307,0.7004,0.4948,6.1634,0.4234,-0.0313,0.2134,0.5445,49.83,10,false,false,INESTABLE
Ciudad_0753_funcional_estable,0.4205,1.0402,0.7611,0.5299,7.5389,0.5949,0.0392,0.0257,0.5894,70.76,14,false,false,FUNCIONAL
Ciudad_0062_colapso_o_critica,0.9809,0.4864,0.2732,0.6854,8.5304,0.448,-0.3629,0.1594,0.3623,31.69,11,true,true,CRITICO
Ciudad_0699_funcional_estable,0.6597,0.8573,0.9249,0.436,3.019,0.6583,0.0468,-0.0147,0.7551,68.36,7,false,false,FUNCIONAL
Ciudad_0338_saturada_o_inestable,0.6396,0.6355,0.7705,0.7498,4.3903,0.5615,-0.0491,0.1993,0.5724,53.49,5,false,false,INESTABLE
Ciudad_0714_funcional_estable,0.451,1.0328,0.9723,0.379,4.5156,0.7343,-0.0555,-0.0015,0.7624,76,12,false,false,FUNCIONAL
Ciudad_0294_colapso_o_critica,0.8295,0.2764,0.3006,1.0,12.2073,0.245,-0.1375,0.4168,0.2016,21.23,10,false,true,CRITICO
Ciudad_0084_colapso_o_critica,0.8914,0.5357,0.4384,0.941,9.8411,0.3765,-0.1526,0.2915,0.369,32.75,9,true,true,CRITICO
Ciudad_0501_saturada_o_inestable,0.658,0.7316,0.6968,0.4898,4.8033,0.4229,-0.1083,0.0883,0.5057,55.18,9,false,true,INESTABLE
Ciudad_0282_colapso_o_critica,0.9594,0.4494,0.2711,0.8022,4.7694,0.0814,-0.217,0.326,0.176,22.06,5,true,true,CRITICO
Ciudad_0069_colapso_o_critica,0.833,0.2817,0.4182,0.7794,6.8447,0.384,-0.2199,0.434,0.3739,29.74,7,true,true,CRITICO
Ciudad_1168_optima,0.2757,1.0369,1.1319,0.1363,1.8573,0.9078,-0.0115,0.0107,0.9648,90.6,14,false,false,OPTIMO
Ciudad_0883_funcional_estable,0.3913,0.9361,0.9069,0.4763,3.2649,0.6649,0.0392,0.0966,0.723,74.87,6,false,false,FUNCIONAL
Ciudad_0139_colapso_o_critica,0.9457,0.6164,0.5047,0.8934,14.1693,0.3912,-0.3124,0.205,0.4024,36.01,14,true,true,CRITICO
Ciudad_0240_colapso_o_critica,0.8614,0.5643,0.4037,0.698,7.5934,0.3237,-0.0835,0.2178,0.3522,35.96,9,false,true,CRITICO
Ciudad_0527_saturada_o_inestable,0.7237,0.596,0.7423,0.5045,5.4881,0.5837,-0.0157,0.1661,0.637,54.38,9,false,true,INESTABLE
Ciudad_0117_colapso_o_critica,0.9451,0.3542,0.7231,0.6617,3.8085,0.2375,-0.304,0.1443,0.4285,34.24,5,true,true,CRITICO
Ciudad_0356_saturada_o_inestable,0.832,0.7752,0.7275,0.5154,5.5692,0.489,-0.124,0.173,0.5502,54.34,9,false,true,INESTABLE
Ciudad_0326_saturada_o_inestable,0.7765,0.9135,0.8299,0.737,6.1977,0.6827,-0.0858,0.0696,0.6333,55.44,8,false,false,INESTABLE
Ciudad_0555_saturada_o_inestable,0.809,0.5312,0.5551,0.6818,6.6973,0.6305,-0.0932,0.0987,0.5403,45.58,9,false,true,INESTABLE
Ciudad_0093_colapso_o_critica,0.8746,0.3931,0.7487,0.7788,7.0147,0.1808,-0.3543,0.4024,0.3855,34.24,7,true,true,CRITICO
Ciudad_1149_optima,0.3593,1.0678,1.0071,0.1695,2.7819,0.76,0.0387,0.0383,0.8534,85.47,14,false,false,OPTIMO
Ciudad_0331_saturada_o_inestable,0.5925,0.8897,0.624,0.4659,3.2468,0.4294,-0.0645,0.147,0.5586,54.6,6,false,true,INESTABLE
Ciudad_1069_optima,0.1987,1.0498,0.9389,0.1203,1.2233,0.9449,0.0685,0.0352,0.9075,91.9,8,false,false,OPTIMO
Ciudad_0762_funcional_estable,0.5384,0.893,0.8739,0.3291,1.9031,0.6793,0.0577,0.0526,0.738,72.68,5,false,true,FUNCIONAL
Ciudad_0186_colapso_o_critica,0.8376,0.4855,0.7459,0.9981,13.4598,0.0705,-0.2874,0.2429,0.2425,31.74,12,false,true,CRITICO
Ciudad_1184_optima,0.2811,1.3947,1.0244,0.1605,0.7138,0.9181,0.0981,-0.0341,0.9638,90.33,4,false,false,OPTIMO
Ciudad_1009_optima,0.1762,1.2841,0.9522,0.1111,1.1315,0.7546,0.0484,-0.0646,0.8533,88.95,8,false,false,OPTIMO
Ciudad_0031_colapso_o_critica,0.8826,0.3141,0.3322,0.865,10.5472,0.4364,-0.1826,0.1722,0.3494,27.6,11,true,true,CRITICO
Ciudad_0321_saturada_o_inestable,0.664,0.8861,0.9087,0.6043,8.5471,0.5657,-0.1773,0.2093,0.6788,50.65,12,false,true,INESTABLE
Ciudad_0299_colapso_o_critica,0.9696,0.5341,0.6174,0.9391,8.2843,0.3833,-0.1435,0.4364,0.3839,34.89,7,true,true,CRITICO
Ciudad_1141_optima,0.4433,1.2701,0.9878,0.1336,1.3447,0.771,0.0587,-0.0363,0.8916,84.31,10,false,false,OPTIMO
Ciudad_0554_saturada_o_inestable,0.7475,0.8474,0.8893,0.531,5.5547,0.4351,-0.1566,0.175,0.5661,56.8,9,false,false,INESTABLE
Ciudad_0834_funcional_estable,0.5839,0.9192,0.7552,0.4911,4.171,0.5793,0.0376,-0.0131,0.5796,65.63,8,false,false,FUNCIONAL
Ciudad_0219_colapso_o_critica,0.8735,0.6016,0.3673,0.8799,3.5828,0.4139,-0.2264,0.145,0.3011,34.99,4,true,true,CRITICO
Ciudad_0286_colapso_o_critica,0.8433,0.4375,0.7643,0.9368,5.3543,0.1318,-0.3245,0.2536,0.2899,32.94,5,true,true,CRITICO
Ciudad_0854_funcional_estable,0.4957,1.0187,0.9817,0.2672,1.0766,0.593,0.027,-0.0171,0.7279,66.85,4,false,false,FUNCIONAL
Ciudad_0564_saturada_o_inestable,0.8299,0.6977,0.8795,0.5144,2.2347,0.4798,-0.0315,0.0657,0.5488,55.31,4,false,true,INESTABLE
Ciudad_0799_funcional_estable,0.5054,1.0927,0.9677,0.5042,3.6538,0.6243,0.0564,0.0433,0.7078,74.17,7,false,false,FUNCIONAL
Ciudad_1162_optima,0.4404,1.2842,0.9927,0.1763,1.446,0.9522,0.1069,-0.0316,0.9173,87.44,9,false,false,OPTIMO
Ciudad_0288_colapso_o_critica,0.8217,0.452,0.2544,0.9547,14.5024,0.2609,-0.2187,0.3133,0.236,25.85,13,false,true,CRITICO
Ciudad_0828_funcional_estable,0.4474,0.8125,0.9033,0.4179,4.6234,0.5594,0.0086,0.0027,0.6851,69.35,11,false,false,FUNCIONAL
Ciudad_0962_optima,0.122,1.2103,1.2747,0.2793,1.2623,0.8084,0.0478,-0.0486,0.9135,89.54,4,false,false,OPTIMO
Ciudad_0366_saturada_o_inestable,0.7556,0.5183,0.5109,0.5593,8.6818,0.4233,-0.0024,0.2151,0.4288,43.14,13,false,false,INESTABLE
Ciudad_0134_colapso_o_critica,0.8585,0.5704,0.6505,0.7324,4.0385,0.2999,-0.2119,0.4041,0.4009,30.71,4,true,true,CRITICO
Ciudad_0120_colapso_o_critica,0.9087,0.4216,0.3122,0.7585,9.453,0.1775,-0.1345,0.3833,0.238,25.78,10,true,true,CRITICO
Ciudad_0030_colapso_o_critica,0.7214,0.5644,0.334,0.827,9.3143,0.4359,-0.1023,0.3574,0.3052,37.68,9,true,true,CRITICO
Ciudad_0716_funcional_estable,0.4096,0.7726,0.9789,0.3943,3.0134,0.6479,0.0146,0.0276,0.7639,72.75,7,false,false,FUNCIONAL
Ciudad_0647_funcional_estable,0.5378,0.9761,0.7564,0.4868,5.0668,0.5727,0.0067,0.0409,0.6183,67.93,10,false,false,FUNCIONAL
Ciudad_0267_colapso_o_critica,0.8194,0.4267,0.3374,0.9558,5.4022,0.1348,-0.3658,0.2381,0.1984,24.39,5,true,true,CRITICO
Ciudad_0155_colapso_o_critica,0.887,0.3668,0.4916,0.845,9.1616,0.4491,-0.1697,0.2945,0.3901,32.57,9,true,true,CRITICO
Ciudad_0400_saturada_o_inestable,0.6019,0.8325,0.5722,0.4989,6.2777,0.5603,-0.0061,0.1261,0.5433,54.57,11,false,true,INESTABLE
Ciudad_0065_colapso_o_critica,0.7434,0.1633,0.6301,0.7589,7.5843,0.3682,-0.1725,0.342,0.4177,32.8,8,true,true,CRITICO
Ciudad_0533_saturada_o_inestable,0.7911,0.8614,0.6613,0.6974,7.3623,0.4227,-0.1799,0.0945,0.4503,51.93,10,false,true,INESTABLE
Ciudad_0763_funcional_estable,0.4185,1.0361,0.7768,0.502,2.5884,0.5916,-0.0415,-0.0137,0.6438,71.47,5,false,false,FUNCIONAL
Ciudad_0016_colapso_o_critica,0.7448,0.1346,0.5869,0.7474,9.5998,0.2066,-0.3302,0.3684,0.3596,28.13,10,true,true,CRITICO
Ciudad_0263_colapso_o_critica,0.8981,0.5957,0.4183,0.944,6.9559,0.1218,-0.2789,0.3601,0.2132,28.57,6,true,true,CRITICO
Ciudad_0385_saturada_o_inestable,0.8284,0.6336,0.8602,0.7084,6.4066,0.5003,-0.0348,0.1741,0.567,50.86,8,false,true,INESTABLE
Ciudad_0725_funcional_estable,0.6869,0.9536,0.9405,0.3535,2.7794,0.6543,0.0371,0.0252,0.7454,71.7,8,false,false,FUNCIONAL
Ciudad_0790_funcional_estable,0.4147,0.9599,0.9086,0.3479,1.7925,0.5628,0.0439,0.0013,0.6959,74.91,5,false,false,FUNCIONAL
Ciudad_0094_colapso_o_critica,0.7488,0.4745,0.5962,0.7148,6.0011,0.3797,-0.2516,0.2299,0.3981,29.65,7,true,true,CRITICO
Ciudad_0482_saturada_o_inestable,0.7297,0.7097,0.6984,0.7603,4.9688,0.5278,-0.1271,0.1505,0.4916,51.27,6,false,true,INESTABLE
Ciudad_0999_optima,0.4496,1.2121,1.2351,0.2605,2.2817,0.8668,-0.0141,-0.043,0.9678,84.44,9,false,false,OPTIMO
Ciudad_0019_colapso_o_critica,0.8828,0.5346,0.657,0.817,7.4039,0.2059,-0.2268,0.4252,0.3416,35.71,7,true,true,CRITICO
Ciudad_0113_colapso_o_critica,0.8398,0.2706,0.5062,0.7464,5.8409,0.1915,-0.1643,0.163,0.2797,27.73,7,false,true,CRITICO
Ciudad_0721_funcional_estable,0.4797,0.9612,0.9385,0.4179,3.5589,0.7476,-0.0388,-0.0099,0.76,71.96,8,false,false,FUNCIONAL
Ciudad_0335_saturada_o_inestable,0.8505,0.6196,0.5349,0.6156,3.1974,0.5317,-0.0731,0.066,0.5175,45.58,5,false,true,INESTABLE
Ciudad_1181_optima,0.1563,1.3734,1.114,0.2216,2.6052,0.8067,0.0837,-0.035,0.8822,89.68,12,false,false,OPTIMO
Ciudad_0965_optima,0.3164,1.1891,1.1507,0.0633,0.6403,0.7627,0.0796,-0.0508,0.9252,87.98,10,false,false,OPTIMO
Ciudad_1155_optima,0.164,1.11,1.2167,0.1498,1.53,0.947,0.0845,-0.0525,1,93.41,11,false,false,OPTIMO
Ciudad_0830_funcional_estable,0.4549,0.8282,0.896,0.3815,1.8628,0.5748,0.024,0.0906,0.6821,70.3,4,false,false,FUNCIONAL
Ciudad_0143_colapso_o_critica,0.7776,0.3318,0.3564,1.0,8.4942,0.3693,-0.0953,0.3572,0.2472,27.26,7,true,true,CRITICO
Ciudad_0363_saturada_o_inestable,0.84,0.8901,0.783,0.5799,4.8956,0.4328,-0.1565,0.2074,0.5028,56.07,7,false,true,INESTABLE
Ciudad_0076_colapso_o_critica,0.8558,0.2768,0.3499,0.7227,11.0045,0.1883,-0.2046,0.3576,0.284,24.73,12,false,true,CRITICO
Ciudad_1170_optima,0.1795,1.1371,1.2312,0.3048,2.5358,0.8584,0.0915,-0.036,0.9571,89.01,9,false,false,OPTIMO
Ciudad_1176_optima,0.4066,1.0705,1.225,0.1817,0.6486,0.9254,0.117,0.0177,0.967,87.65,4,false,false,OPTIMO
Ciudad_1200_optima,0.3866,1.3997,1.0943,0.3043,2.6051,0.819,0.0461,0.0364,0.9093,84.08,7,false,false,OPTIMO
Ciudad_0651_funcional_estable,0.6554,0.9087,0.8835,0.4767,4.7684,0.6691,-0.0441,0.0206,0.6461,68.51,10,false,false,FUNCIONAL
Ciudad_0982_optima,0.3402,1.2132,0.9915,0.2647,2.3605,0.7443,0.0843,0.0299,0.7893,83.94,8,false,false,OPTIMO
Ciudad_0775_funcional_estable,0.4088,0.8582,0.7555,0.2833,4.7559,0.6293,-0.0146,0.0845,0.6964,71.73,14,false,false,FUNCIONAL
Ciudad_0129_colapso_o_critica,0.9212,0.3317,0.521,0.7159,8.5144,0.3055,-0.2288,0.4315,0.3785,30.66,9,false,true,CRITICO
Ciudad_0604_funcional_estable,0.4358,0.8761,0.9414,0.3335,1.8307,0.537,0.0411,0.0426,0.6905,72.75,5,false,false,FUNCIONAL
Ciudad_0683_funcional_estable,0.4239,0.8013,0.8719,0.4216,5.2902,0.7176,0.0273,0.0038,0.7204,72.02,12,false,false,FUNCIONAL
Ciudad_0518_saturada_o_inestable,0.8273,0.8673,0.6677,0.6662,8.9248,0.512,-0.1414,0.1103,0.4701,53.74,12,false,true,INESTABLE
Ciudad_0590_saturada_o_inestable,0.6886,0.6989,0.6096,0.4788,8.2277,0.5911,-0.1618,0.205,0.6063,55.53,14,false,false,INESTABLE
Ciudad_0116_colapso_o_critica,0.7407,0.3253,0.4906,0.9087,11.4547,0.4542,-0.1536,0.2675,0.3451,33.58,11,false,true,CRITICO
Ciudad_0856_funcional_estable,0.384,0.9937,0.9221,0.3526,5.6096,0.6926,0.05,0.0976,0.7492,73.35,14,false,false,FUNCIONAL
Ciudad_0167_colapso_o_critica,0.7696,0.3656,0.6894,0.9238,14.375,0.476,-0.2708,0.3314,0.4412,24.59,13,false,true,CRITICO
Ciudad_0448_saturada_o_inestable,0.7296,0.5726,0.6116,0.5472,2.4801,0.5757,-0.0459,0.1498,0.5326,50.26,4,false,false,INESTABLE
Ciudad_0816_funcional_estable,0.4832,0.8959,0.8894,0.3958,4.437,0.6656,-0.0406,0.0665,0.7332,72.9,10,false,false,FUNCIONAL
Ciudad_0047_colapso_o_critica,0.8348,0.3141,0.4148,0.8472,3.8812,0.4355,-0.3369,0.2109,0.3876,30.45,4,true,true,CRITICO
Ciudad_0875_funcional_estable,0.5744,1.0069,0.9435,0.3643,5.409,0.6225,0.0119,0.0748,0.7046,74.37,13,false,true,FUNCIONAL
Ciudad_0358_saturada_o_inestable,0.6207,0.6092,0.6227,0.6564,5.2237,0.5444,-0.0861,0.1759,0.5476,51.31,7,false,true,INESTABLE
Ciudad_0166_colapso_o_critica,0.7678,0.5008,0.4466,0.6587,8.4965,0.3731,-0.0989,0.3197,0.4159,24.03,10,true,true,CRITICO
Ciudad_1013_optima,0.383,1.2992,0.9851,0.2262,0.9808,0.9189,0.0644,-0.0381,0.8891,87.03,4,false,false,OPTIMO
Ciudad_0495_saturada_o_inestable,0.7513,0.8601,0.6956,0.5569,6.3088,0.5847,-0.0511,0.1195,0.6028,50.67,10,false,false,INESTABLE
Ciudad_1074_optima,0.2292,1.1882,1.2602,0.1036,0.6616,0.9327,-0.0005,0.0339,1,92.52,6,false,false,OPTIMO
Ciudad_0973_optima,0.4387,1.2914,0.9349,0.2981,1.4252,0.8231,0.0114,-0.0167,0.8518,81.91,5,false,false,OPTIMO
Ciudad_0994_optima,0.2,1.3169,0.979,0.0308,0.3219,0.8972,0.0039,-0.0167,0.9352,93.06,5,false,false,OPTIMO
Ciudad_0513_saturada_o_inestable,0.755,0.8718,0.7464,0.6349,6.1345,0.5211,-0.1611,0.0908,0.5479,57.52,9,false,true,INESTABLE
Ciudad_1010_optima,0.263,1.1127,1.0186,0.169,1.1934,0.7352,0.06,-0.0695,0.8448,86.91,7,false,false,OPTIMO
Ciudad_0127_colapso_o_critica,0.8689,0.2994,0.5069,0.7391,8.3667,0.1554,-0.3187,0.1869,0.3164,27.27,10,true,true,CRITICO
Ciudad_0075_colapso_o_critica,0.7539,0.5537,0.7454,0.8895,11.7033,0.1625,-0.1895,0.3262,0.3287,35.75,11,true,true,CRITICO
Ciudad_0162_colapso_o_critica,0.99,0.2668,0.5871,0.8727,4.8535,0.2303,-0.2085,0.1715,0.3508,25.13,5,true,true,CRITICO
Ciudad_0379_saturada_o_inestable,0.853,0.7876,0.8238,0.6659,5.2772,0.4898,-0.1352,0.1366,0.5515,53.91,7,false,true,INESTABLE
Ciudad_0313_saturada_o_inestable,0.8388,0.8426,0.75,0.5566,8.5877,0.4445,-0.0873,0.1746,0.5221,54.83,13,false,true,INESTABLE
Ciudad_0428_saturada_o_inestable,0.608,0.8087,0.5899,0.687,7.1708,0.6015,-0.0492,0.1973,0.5689,56.58,9,false,true,INESTABLE
Ciudad_0043_colapso_o_critica,0.9602,0.5938,0.5465,0.7688,9.62,0.2967,-0.1962,0.1801,0.3759,35.97,11,true,true,CRITICO
Ciudad_0434_saturada_o_inestable,0.8042,0.5832,0.7721,0.6104,7.2973,0.5753,-0.1317,0.1892,0.5918,51.29,10,false,true,INESTABLE
Ciudad_0445_saturada_o_inestable,0.6641,0.7706,0.7589,0.5478,6.2728,0.5934,-0.1151,0.1547,0.5843,57.97,10,false,true,INESTABLE
Ciudad_0292_colapso_o_critica,0.9093,0.4855,0.3684,0.9394,9.0747,0.1971,-0.2905,0.3407,0.257,26.17,8,true,true,CRITICO
Ciudad_0133_colapso_o_critica,0.813,0.4353,0.6436,0.7446,10.7355,0.1791,-0.1889,0.1477,0.3224,34.9,13,true,false,CRITICO
Ciudad_0785_funcional_estable,0.426,0.9124,0.7951,0.4118,4.2853,0.739,-0.0028,0.068,0.6868,73.8,9,false,false,FUNCIONAL
Ciudad_0205_colapso_o_critica,0.8127,0.5423,0.6105,0.8555,4.8895,0.1023,-0.3049,0.1972,0.2828,33.73,5,true,true,CRITICO
Ciudad_0996_optima,0.1921,1.1784,1.1807,0.2212,2.7825,0.7747,-0.0118,0.0333,0.9016,88.33,11,false,false,OPTIMO
Ciudad_0039_colapso_o_critica,0.7538,0.2749,0.5075,0.862,4.0406,0.2972,-0.2601,0.2949,0.3338,29.96,4,false,true,CRITICO
Ciudad_0274_colapso_o_critica,0.752,0.4259,0.3894,0.809,12.5758,0.0921,-0.1,0.2908,0.2442,28.1,13,true,true,CRITICO
Ciudad_1085_optima,0.4798,1.2763,1.0692,0.2527,1.0099,0.9054,0.0755,-0.0576,0.9507,84.72,4,false,false,OPTIMO
Ciudad_0323_saturada_o_inestable,0.6624,0.8135,0.6328,0.5666,8.6317,0.5467,-0.0832,0.1724,0.5834,57.18,13,false,true,INESTABLE
Ciudad_0409_saturada_o_inestable,0.6449,0.7313,0.7326,0.5524,6.3909,0.5377,-0.1121,0.1552,0.5803,57.5,10,false,true,INESTABLE
Ciudad_0035_colapso_o_critica,0.8985,0.5709,0.5694,0.7698,8.4658,0.3543,-0.3271,0.1717,0.4167,32.91,10,true,true,CRITICO
Ciudad_0316_saturada_o_inestable,0.6681,0.6633,0.7297,0.6496,5.0597,0.5128,-0.0281,0.1809,0.5331,53.33,7,false,true,INESTABLE
Ciudad_0793_funcional_estable,0.5472,1.0223,0.9519,0.355,5.7636,0.7076,0.0143,0.0951,0.7576,68.81,14,false,false,FUNCIONAL
Ciudad_0682_funcional_estable,0.6013,1.0226,0.9551,0.5225,2.7517,0.7726,0.0407,0.0404,0.7749,74.69,5,false,false,FUNCIONAL
Ciudad_0529_saturada_o_inestable,0.5978,0.6297,0.8628,0.6493,8.3791,0.4432,0.005,0.0878,0.5497,55.17,12,false,false,INESTABLE
Ciudad_0646_funcional_estable,0.592,0.9355,0.8679,0.4926,4.1826,0.5644,-0.0184,0.0776,0.6304,67.8,8,false,false,FUNCIONAL
Ciudad_0305_saturada_o_inestable,0.7758,0.8719,0.6342,0.6187,3.4554,0.5493,-0.0884,0.1813,0.5569,55.67,5,false,true,INESTABLE
Ciudad_0475_saturada_o_inestable,0.7456,0.6135,0.8306,0.7062,8.7373,0.4413,-0.1552,0.178,0.5743,50.27,11,false,false,INESTABLE
Ciudad_0585_saturada_o_inestable,0.7952,0.7065,0.5954,0.6851,9.9637,0.5368,-0.1244,0.1163,0.4823,49.13,13,false,true,INESTABLE
Ciudad_0365_saturada_o_inestable,0.6934,0.684,0.6235,0.6564,3.5615,0.5897,-0.1565,0.0826,0.577,52.65,5,false,false,INESTABLE
Ciudad_0307_saturada_o_inestable,0.5927,0.5883,0.6757,0.6527,6.9581,0.544,-0.0305,0.188,0.5473,52.46,9,false,true,INESTABLE
Ciudad_0234_colapso_o_critica,0.9078,0.319,0.4683,0.9929,11.5158,0.1072,-0.2084,0.287,0.1612,21.44,10,true,true,CRITICO
Ciudad_0913_optima,0.2021,1.1043,0.931,0.1457,0.5779,0.8684,0.0956,0.0013,0.8262,89.76,6,false,false,OPTIMO
Ciudad_0650_funcional_estable,0.5726,1.0129,0.9268,0.2885,2.0245,0.6582,-0.0272,0.0119,0.7304,75.92,7,false,false,FUNCIONAL
Ciudad_0136_colapso_o_critica,0.812,0.2368,0.4744,0.9587,10.712,0.1605,-0.2487,0.2343,0.2105,23.0,10,true,true,CRITICO
Ciudad_0023_colapso_o_critica,0.9037,0.4116,0.658,0.9361,4.4508,0.3862,-0.301,0.2705,0.4182,34.06,4,false,true,CRITICO
Ciudad_0958_optima,0.2407,1.0965,1.1912,0.2978,3.6777,0.8468,-0.0057,-0.0366,0.9187,87.65,12,false,false,OPTIMO
Ciudad_1119_optima,0.4594,1.2432,1.0802,0.2121,1.9158,0.7832,0.0176,-0.0675,0.9,83.29,9,false,false,OPTIMO
Ciudad_1145_optima,0.3342,1.226,1.2195,0.243,2.424,0.7307,0.1021,-0.0065,0.8703,84.28,9,false,false,OPTIMO
Ciudad_0420_saturada_o_inestable,0.8526,0.7022,0.8148,0.5774,3.1939,0.445,-0.0028,0.1748,0.5884,52.04,5,false,true,INESTABLE
Ciudad_0922_optima,0.4394,0.9894,0.9136,0.1154,0.7971,0.7731,0.0154,0.0297,0.8731,82.95,6,false,false,OPTIMO
Ciudad_0964_optima,0.431,1.1661,0.941,0.112,0.9258,0.9366,0.0008,0.0063,0.8854,87.25,8,false,false,OPTIMO
Ciudad_0599_saturada_o_inestable,0.6089,0.8327,0.6273,0.5275,5.7489,0.4285,-0.0495,0.0887,0.5125,56.84,10,false,false,INESTABLE
Ciudad_1055_optima,0.4684,1.0399,1.2241,0.1966,2.6002,0.8356,0.084,0.0207,0.9377,84.4,13,false,false,OPTIMO
Ciudad_0971_optima,0.2116,1.3588,1.2345,0.105,1.1613,0.753,0.0694,-0.0491,0.8855,89.25,11,false,false,OPTIMO
Ciudad_0908_optima,0.3242,1.3856,1.1952,0.0908,0.4433,0.7936,0.0341,-0.0599,0.9328,88.03,5,false,false,OPTIMO
Ciudad_0538_saturada_o_inestable,0.6387,0.7862,0.8045,0.5824,6.992,0.52,-0.1591,0.2039,0.5895,53.73,10,false,true,INESTABLE
Ciudad_0090_colapso_o_critica,0.843,0.3001,0.5144,0.8541,7.65,0.1423,-0.2769,0.1495,0.223,25.96,8,true,true,CRITICO
Ciudad_0740_funcional_estable,0.4707,0.8164,1.0194,0.4214,3.1873,0.6724,-0.0216,0.0562,0.7509,73.12,7,false,false,FUNCIONAL
Ciudad_0119_colapso_o_critica,0.949,0.5845,0.5153,0.8564,7.6988,0.2485,-0.1501,0.3957,0.2968,33.06,7,true,true,CRITICO
Ciudad_0004_colapso_o_critica,0.8849,0.2848,0.437,0.8237,11.1298,0.1094,-0.243,0.3177,0.2284,22.99,11,true,true,CRITICO
Ciudad_0226_colapso_o_critica,0.7465,0.2717,0.4134,0.8085,11.605,0.2505,-0.1497,0.1939,0.2969,28.01,13,true,false,CRITICO
Ciudad_0845_funcional_estable,0.5156,1.0819,0.7596,0.4932,5.7272,0.5761,-0.0383,0.0514,0.5508,69.0,11,false,false,FUNCIONAL
Ciudad_0866_funcional_estable,0.4686,0.852,0.9477,0.2853,2.2003,0.6082,-0.0192,0.0819,0.7118,73.77,7,false,false,FUNCIONAL
Ciudad_0334_saturada_o_inestable,0.847,0.7672,0.8402,0.5603,3.9086,0.4995,-0.0669,0.2124,0.5915,55.63,6,false,true,INESTABLE
Ciudad_0361_saturada_o_inestable,0.6073,0.8441,0.8165,0.612,7.7479,0.447,-0.1306,0.1452,0.5944,53.65,11,false,true,INESTABLE
Ciudad_0780_funcional_estable,0.4843,0.9502,0.7591,0.3611,3.7331,0.6496,-0.0196,0.042,0.6835,71.83,10,false,false,FUNCIONAL
Ciudad_0924_optima,0.3646,1.0353,1.0048,0.0821,0.8283,0.8468,0.0202,0.0377,0.9078,88.41,10,false,false,OPTIMO
Ciudad_0698_funcional_estable,0.6684,0.8492,0.7996,0.2835,3.97,0.7447,-0.0122,0.0354,0.759,69.5,13,false,false,FUNCIONAL
